slpd,etpjd,minda,mindd,preca,precd,relha,relhd,sfmmd,tavea,tdaya,tmaxd,tmina,tmind,vpama,vpamd,road_dist,trail_dist,merge_dist,elevation,VETH
1.91,0.639868152,-8.347401434,-26.46811316,16.63351255,-6.898489503,17.81738351,-1.61765233,264.0668715,24.60250896,29.60071685,22.09173067,0.936021505,13.55771889,21.57401434,6.367293907,2199,1965,1965,5000,0
3.61,0.639957757,-9.258422939,-26.00730287,15.88915771,-6.437679211,17.72786738,-1.606195597,261.1294483,24.90725807,29.94910394,22.16664107,1.020698925,13.60967102,21.62051971,6.402867384,26,522,26,4918,0
3.61,0.639957757,-9.258422939,-26.00730287,15.88915771,-6.437679211,17.72786738,-1.606195597,261.1294483,24.90725807,29.94910394,22.16664107,1.020698925,13.60967102,21.62051971,6.402867384,25,525,25,4916,0
3.33,0.645423707,-9.861469534,-26.11636585,15.78611111,-6.380075525,17.69793907,-1.606374808,257.9304084,25.00259857,30.04982079,22.18557988,1.072311828,13.61482975,21.63413979,6.408134921,25,529,25,4913,0
0.15,0.642645929,-9.385215054,-26.07699693,15.84569893,-6.424039939,17.71415771,-1.609261393,258.1561124,24.94811828,29.99811828,22.17486559,1.04516129,13.61502816,21.62858423,6.402579365,4,492,4,4918,0
0.15,0.642645929,-9.385215054,-26.07699693,15.84569893,-6.424039939,17.71415771,-1.609261393,258.1561124,24.94811828,29.99811828,22.17486559,1.04516129,13.61502816,21.62858423,6.402579365,4,495,4,4916,0
3.97,0.650889657,-10.16236559,-26.30213774,15.81854839,-6.399180748,17.70869176,-1.609350998,251.7887417,24.9672043,30.0172043,22.17744496,1.061379928,13.61225038,21.62858423,6.402579365,3,500,3,4912,0
0.15,0.642645929,-9.385215054,-26.07699693,15.84569893,-6.424039939,17.71415771,-1.609261393,258.1561124,24.94811828,29.99811828,22.17486559,1.04516129,13.61502816,21.62858423,6.402579365,34,462,34,4921,0
0.15,0.642645929,-9.385215054,-26.07699693,15.84569893,-6.424039939,17.71415771,-1.609261393,258.1561124,24.94811828,29.99811828,22.17486559,1.04516129,13.61502816,21.62858423,6.402579365,33,465,33,4918,0
3.97,0.650889657,-10.16236559,-26.30213774,15.81854839,-6.399180748,17.70869176,-1.609350998,251.7887417,24.9672043,30.0172043,22.17744496,1.061379928,13.61225038,21.62858423,6.402579365,23,470,23,4913,0
1.35,0.669866872,-13.22956989,-25.76470814,13.58467742,-5.278417819,17.34130824,-1.605177931,260.8077893,26.9890681,32.23772401,22.581266,2.112096774,13.80558116,22.15689964,6.625326421,1018,274,274,4475,0
1.35,0.669866872,-13.22956989,-25.76470814,13.58467742,-5.278417819,17.34130824,-1.605177931,260.8077893,26.9890681,32.23772401,22.581266,2.112096774,13.80558116,22.15689964,6.625326421,1024,283,283,4466,0
1.37,0.667089094,-13.18154122,-25.65958141,13.54937276,-5.256624424,17.33611111,-1.599513569,261.4511585,27.02446237,32.2703405,22.58095878,2.133870968,13.80835894,22.1624552,6.625326421,1031,287,287,4464,0
2.07,0.667287506,-13.10905018,-25.65113927,13.53853047,-5.248182284,17.32795699,-1.596915003,263.1419547,27.03808244,32.28664875,22.58929212,2.14202509,13.81651306,22.17060932,6.633480543,1047,246,246,4466,0
2.07,0.667287506,-13.10905018,-25.65113927,13.53853047,-5.248182284,17.32795699,-1.596915003,263.1419547,27.03808244,32.28664875,22.58929212,2.14202509,13.81651306,22.17060932,6.633480543,1054,253,253,4459,0
2.02,0.669975678,-13.08530466,-25.70979263,13.47894265,-5.223502304,17.31971326,-1.588671275,263.6270481,27.084319,32.3438172,22.5999168,2.171953405,13.81371608,22.17885305,6.64172427,1061,258,258,4460,0
5.71,0.63717998,-9.320250896,-25.76735791,15.57732975,-6.281067588,17.67060932,-1.609043779,264.8388377,25.209319,30.28378136,22.22546083,1.189336918,13.6390553,21.69946237,6.435355863,43,330,43,4877,0
5.71,0.63717998,-9.320250896,-25.76735791,15.57732975,-6.281067588,17.67060932,-1.609043779,264.8388377,25.209319,30.28378136,22.22546083,1.189336918,13.6390553,21.69946237,6.435355863,21,335,21,4867,0
4.38,0.63717998,-9.393458781,-25.72894905,15.50412186,-6.24265873,17.65958781,-1.608845366,265.3951933,25.28557348,30.36012545,22.23875448,1.230197133,13.64719022,21.72123656,6.443509985,0,341,0,4860,0
2.07,0.667287506,-13.10905018,-25.65113927,13.53853047,-5.248182284,17.32795699,-1.596915003,263.1419547,27.03808244,32.28664875,22.58929212,2.14202509,13.81651306,22.17060932,6.633480543,1077,217,217,4459,0
2.07,0.667287506,-13.10905018,-25.65113927,13.53853047,-5.248182284,17.32795699,-1.596915003,263.1419547,27.03808244,32.28664875,22.58929212,2.14202509,13.81651306,22.17060932,6.633480543,1083,223,223,4459,0
2.02,0.669975678,-13.08530466,-25.70979263,13.47894265,-5.223502304,17.31971326,-1.588671275,263.6270481,27.084319,32.3438172,22.5999168,2.171953405,13.81371608,22.17885305,6.64172427,1090,228,228,4457,0
5.71,0.63717998,-9.320250896,-25.76735791,15.57732975,-6.281067588,17.67060932,-1.609043779,264.8388377,25.209319,30.28378136,22.22546083,1.189336918,13.6390553,21.69946237,6.435355863,22,300,22,4866,0
5.71,0.63717998,-9.320250896,-25.76735791,15.57732975,-6.281067588,17.67060932,-1.609043779,264.8388377,25.209319,30.28378136,22.22546083,1.189336918,13.6390553,21.69946237,6.435355863,0,305,0,4855,0
4.38,0.63717998,-9.393458781,-25.72894905,15.50412186,-6.24265873,17.65958781,-1.608845366,265.3951933,25.28557348,30.36012545,22.23875448,1.230197133,13.64719022,21.72123656,6.443509985,21,312,21,4846,0
10.46,0.629134665,-8.407078853,-25.47626088,15.49050179,-6.239970558,17.66505376,-1.611731951,272.5575461,25.31827957,30.39274194,22.24957757,1.246505376,13.64421403,21.73476703,6.443311572,1,270,1,4854,0
10.46,0.629134665,-8.407078853,-25.47626088,15.49050179,-6.239970558,17.66505376,-1.611731951,272.5575461,25.31827957,30.39274194,22.24957757,1.246505376,13.64421403,21.73476703,6.443311572,20,276,20,4840,0
10.07,0.620890937,-8.131272401,-25.15750768,15.35232975,-6.17390553,17.6297491,-1.608934972,275.5107015,25.4515233,30.54238351,22.27645289,1.325448029,13.65770609,21.76478495,6.457021249,42,283,42,4830,0
3.48,0.659043779,-11.68799283,-25.82976831,14.37625448,-5.676811316,17.45582437,-1.600128008,263.4636329,26.34408602,31.52473118,22.45560036,1.796326165,13.74652458,21.99363799,6.560061444,112,118,112,4607,0
3.91,0.661821557,-11.83100358,-25.88851126,14.31657706,-5.652220942,17.44202509,-1.60281618,262.8613543,26.39856631,31.58996416,22.4609383,1.823476703,13.74632617,22.00716846,6.56015105,104,142,104,4602,0
3.91,0.661821557,-11.83100358,-25.88851126,14.31657706,-5.652220942,17.44202509,-1.60281618,262.8613543,26.39856631,31.58996416,22.4609383,1.823476703,13.74632617,22.00716846,6.56015105,103,154,103,4599,0
3.48,0.659043779,-11.68799283,-25.82976831,14.37625448,-5.676811316,17.45582437,-1.600128008,263.4636329,26.34408602,31.52473118,22.45560036,1.796326165,13.74652458,21.99363799,6.560061444,140,140,140,4605,0
3.91,0.661821557,-11.83100358,-25.88851126,14.31657706,-5.652220942,17.44202509,-1.60281618,262.8613543,26.39856631,31.58996416,22.4609383,1.823476703,13.74632617,22.00716846,6.56015105,134,160,134,4600,0
3.91,0.661821557,-11.83100358,-25.88851126,14.31657706,-5.652220942,17.44202509,-1.60281618,262.8613543,26.39856631,31.58996416,22.4609383,1.823476703,13.74632617,22.00716846,6.56015105,132,182,132,4598,0
4.75,0.656266001,-11.75385305,-25.67508321,14.22706093,-5.605459549,17.44202509,-1.59983999,264.3595942,26.48010753,31.67177419,22.48238607,1.869713262,13.75446109,22.0344086,6.576638505,169,164,164,4603,0
3.38,0.661821557,-11.96388889,-25.81966846,14.18369176,-5.583378136,17.4312724,-1.594463646,263.9946557,26.52912186,31.72329749,22.48216846,1.902419355,13.75981823,22.0453405,6.579038659,164,182,164,4600,0
3.38,0.661821557,-11.96388889,-25.81966846,14.18369176,-5.583378136,17.4312724,-1.594463646,263.9946557,26.52912186,31.72329749,22.48216846,1.902419355,13.75981823,22.0453405,6.579038659,162,203,162,4596,0
9.48,0.637269585,-8.889605735,-26.35229135,16.67464158,-6.866001024,17.86362007,-1.618049155,248.1578149,24.27051971,29.24973118,22.04126344,0.715681004,13.54226191,21.47060932,6.329339478,618,614,614,5047,0
9.48,0.637269585,-8.889605735,-26.35229135,16.67464158,-6.866001024,17.86362007,-1.618049155,248.1578149,24.27051971,29.24973118,22.04126344,0.715681004,13.54226191,21.47060932,6.329339478,616,614,614,5045,0
2.24,0.63717998,-8.432885305,-26.32761137,16.63136201,-6.841321045,17.84453405,-1.61516257,260.5884153,24.3140681,29.29605735,22.0546659,0.734767025,13.54743984,21.47598566,6.334715822,615,615,615,5044,0
9.48,0.637269585,-8.889605735,-26.35229135,16.67464158,-6.866001024,17.86362007,-1.618049155,248.1578149,24.27051971,29.24973118,22.04126344,0.715681004,13.54226191,21.47060932,6.329339478,588,584,584,5043,0
9.48,0.637269585,-8.889605735,-26.35229135,16.67464158,-6.866001024,17.86362007,-1.618049155,248.1578149,24.27051971,29.24973118,22.04126344,0.715681004,13.54226191,21.47060932,6.329339478,586,584,584,5041,0
2.24,0.63717998,-8.432885305,-26.32761137,16.63136201,-6.841321045,17.84453405,-1.61516257,260.5884153,24.3140681,29.29605735,22.0546659,0.734767025,13.54743984,21.47598566,6.334715822,585,585,585,5042,0
3.65,0.62922427,-7.957258065,-26.06388249,16.60698925,-6.827592166,17.84193548,-1.612384793,262.7202765,24.34130824,29.32858423,22.06271121,0.756451613,13.54733103,21.48422939,6.342959549,558,554,554,5041,0
3.65,0.62922427,-7.957258065,-26.06388249,16.60698925,-6.827592166,17.84193548,-1.612384793,262.7202765,24.34130824,29.32858423,22.06271121,0.756451613,13.54733103,21.48422939,6.342959549,556,554,554,5040,0
4.17,0.626446493,-7.898476703,-25.97219662,16.58243728,-6.819239631,17.83387097,-1.614964158,265.4629864,24.37401434,29.3639785,22.06278162,0.77562724,13.55557476,21.49784946,6.345647722,555,555,555,5042,0
6.27,0.645244496,-9.773835125,-25.93207885,15.37374552,-6.19578853,17.63790323,-1.611533538,265.0978239,25.50322581,30.60215054,22.28447901,1.387903226,13.66026626,21.79471326,6.470532514,201,524,201,4799,0
5.66,0.645244496,-9.901344086,-25.86083589,15.24623656,-6.124545571,17.59713262,-1.606137993,266.9428379,25.64471326,30.75456989,22.31126472,1.458691756,13.67098054,21.82741936,6.483954173,174,497,174,4790,0
5.66,0.645244496,-9.901344086,-25.86083589,15.24623656,-6.124545571,17.59713262,-1.606137993,266.9428379,25.64471326,30.75456989,22.31126472,1.458691756,13.67098054,21.82741936,6.483954173,147,470,147,4782,0
6.27,0.645244496,-9.773835125,-25.93207885,15.37374552,-6.19578853,17.63790323,-1.611533538,265.0978239,25.50322581,30.60215054,22.28447901,1.387903226,13.66026626,21.79471326,6.470532514,189,537,189,4800,0
5.66,0.645244496,-9.901344086,-25.86083589,15.24623656,-6.124545571,17.59713262,-1.606137993,266.9428379,25.64471326,30.75456989,22.31126472,1.458691756,13.67098054,21.82741936,6.483954173,161,511,161,4786,0
5.66,0.645244496,-9.901344086,-25.86083589,15.24623656,-6.124545571,17.59713262,-1.606137993,266.9428379,25.64471326,30.75456989,22.31126472,1.458691756,13.67098054,21.82741936,6.483954173,134,485,134,4775,0
6.27,0.645244496,-9.773835125,-25.93207885,15.37374552,-6.19578853,17.63790323,-1.611533538,265.0978239,25.50322581,30.60215054,22.28447901,1.387903226,13.66026626,21.79471326,6.470532514,177,552,177,4793,0
5.66,0.645244496,-9.901344086,-25.86083589,15.24623656,-6.124545571,17.59713262,-1.606137993,266.9428379,25.64471326,30.75456989,22.31126472,1.458691756,13.67098054,21.82741936,6.483954173,150,526,150,4780,0
5.66,0.645244496,-9.901344086,-25.86083589,15.24623656,-6.124545571,17.59713262,-1.606137993,266.9428379,25.64471326,30.75456989,22.31126472,1.458691756,13.67098054,21.82741936,6.483954173,122,501,122,4768,0
2.22,0.656266001,-11.17249104,-26.05379544,14.97508961,-5.984171787,17.55905018,-1.600275218,260.9610855,25.88960574,31.01577061,22.35928059,1.597491039,13.69231951,21.89274194,6.511175115,44,660,44,4719,0
2.22,0.656266001,-11.17249104,-26.05379544,14.97508961,-5.984171787,17.55905018,-1.600275218,260.9610855,25.88960574,31.01577061,22.35928059,1.597491039,13.69231951,21.89274194,6.511175115,42,648,42,4718,0
2.22,0.656266001,-11.17249104,-26.05379544,14.97508961,-5.984171787,17.55905018,-1.600275218,260.9610855,25.88960574,31.01577061,22.35928059,1.597491039,13.69231951,21.89274194,6.511175115,36,633,36,4717,0
2.82,0.653577829,-10.83575269,-26.02000128,15.06182796,-6.033710958,17.58082437,-1.619758065,262.9134857,25.81353047,30.934319,22.35433948,1.55672043,13.68427419,21.87912186,6.497555044,2,779,2,4732,0
2.82,0.653577829,-10.83575269,-26.02000128,15.06182796,-6.033710958,17.58082437,-1.619758065,262.9134857,25.81353047,30.934319,22.35433948,1.55672043,13.68427419,21.87912186,6.497555044,28,762,28,4729,0
2.82,0.653577829,-10.83575269,-26.02000128,15.06182796,-6.033710958,17.58082437,-1.619758065,262.9134857,25.81353047,30.934319,22.35433948,1.55672043,13.68427419,21.87912186,6.497555044,54,745,54,4727,0
2.22,0.656266001,-11.17249104,-26.05379544,14.97508961,-5.984171787,17.55905018,-1.600275218,260.9610855,25.88960574,31.01577061,22.35928059,1.597491039,13.69231951,21.89274194,6.511175115,74,688,74,4719,0
2.22,0.656266001,-11.17249104,-26.05379544,14.97508961,-5.984171787,17.55905018,-1.600275218,260.9610855,25.88960574,31.01577061,22.35928059,1.597491039,13.69231951,21.89274194,6.511175115,71,674,71,4718,0
2.22,0.656266001,-11.17249104,-26.05379544,14.97508961,-5.984171787,17.55905018,-1.600275218,260.9610855,25.88960574,31.01577061,22.35928059,1.597491039,13.69231951,21.89274194,6.511175115,66,658,66,4717,0
2.25,0.653577829,-10.71792115,-25.99245392,15.01299283,-6.006163594,17.58064516,-1.61140553,264.2862967,25.83799283,30.96146953,22.35134409,1.573028674,13.69520609,21.88727599,6.505709165,19,800,19,4728,0
2.25,0.653577829,-10.71792115,-25.99245392,15.01299283,-6.006163594,17.58064516,-1.61140553,264.2862967,25.83799283,30.96146953,22.35134409,1.573028674,13.69520609,21.88727599,6.505709165,44,783,44,4726,0
2.25,0.653577829,-10.71792115,-25.99245392,15.01299283,-6.006163594,17.58064516,-1.61140553,264.2862967,25.83799283,30.96146953,22.35134409,1.573028674,13.69520609,21.88727599,6.505709165,69,762,69,4725,0
1.91,0.656266001,-11.19426523,-26.04822069,14.95331541,-5.97859703,17.55913979,-1.594809268,260.6249296,25.90062724,31.02939068,22.36761393,1.605734767,13.70056324,21.90098566,6.519418843,104,687,104,4720,0
1.91,0.656266001,-11.19426523,-26.04822069,14.95331541,-5.97859703,17.55913979,-1.594809268,260.6249296,25.90062724,31.02939068,22.36761393,1.605734767,13.70056324,21.90098566,6.519418843,101,671,101,4720,0
1.91,0.656266001,-11.19426523,-26.04822069,14.95331541,-5.97859703,17.55913979,-1.594809268,260.6249296,25.90062724,31.02939068,22.36761393,1.605734767,13.70056324,21.90098566,6.519418843,95,655,95,4719,0
2.25,0.653577829,-10.71792115,-25.99245392,15.01299283,-6.006163594,17.58064516,-1.61140553,264.2862967,25.83799283,30.96146953,22.35134409,1.573028674,13.69520609,21.88727599,6.505709165,36,772,36,4725,0
2.25,0.653577829,-10.71792115,-25.99245392,15.01299283,-6.006163594,17.58064516,-1.61140553,264.2862967,25.83799283,30.96146953,22.35134409,1.573028674,13.69520609,21.88727599,6.505709165,60,761,60,4723,0
2.25,0.653577829,-10.71792115,-25.99245392,15.01299283,-6.006163594,17.58064516,-1.61140553,264.2862967,25.83799283,30.96146953,22.35134409,1.573028674,13.69520609,21.88727599,6.505709165,85,740,85,4723,0
4.49,0.650800051,-9.935394265,-26.10689964,15.37885305,-6.203942652,17.62715054,-1.612000768,265.0688428,25.58476703,30.67571685,22.30334741,1.450448029,13.66273682,21.82195341,6.478488223,301,859,301,4796,0
4.49,0.650800051,-9.935394265,-26.10689964,15.37885305,-6.203942652,17.62715054,-1.612000768,265.0688428,25.58476703,30.67571685,22.30334741,1.450448029,13.66273682,21.82195341,6.478488223,308,889,308,4786,0
4.49,0.650800051,-9.935394265,-26.10689964,15.37885305,-6.203942652,17.62715054,-1.612000768,265.0688428,25.58476703,30.67571685,22.30334741,1.450448029,13.66273682,21.82195341,6.478488223,317,919,317,4778,0
4.49,0.650800051,-9.935394265,-26.10689964,15.37885305,-6.203942652,17.62715054,-1.612000768,265.0688428,25.58476703,30.67571685,22.30334741,1.450448029,13.66273682,21.82195341,6.478488223,272,858,272,4796,0
4.49,0.650800051,-9.935394265,-26.10689964,15.37885305,-6.203942652,17.62715054,-1.612000768,265.0688428,25.58476703,30.67571685,22.30334741,1.450448029,13.66273682,21.82195341,6.478488223,279,888,279,4783,0
4.49,0.650800051,-9.935394265,-26.10689964,15.37885305,-6.203942652,17.62715054,-1.612000768,265.0688428,25.58476703,30.67571685,22.30334741,1.450448029,13.66273682,21.82195341,6.478488223,289,918,289,4769,0
4.85,0.650889657,-10.51675627,-26.06811316,15.29749104,-6.16515617,17.61603943,-1.614112903,260.8268113,25.65564516,30.76541219,22.31941884,1.493996416,13.67355991,21.84910394,6.486821557,242,857,242,4792,0
4.85,0.650889657,-10.51675627,-26.06811316,15.29749104,-6.16515617,17.61603943,-1.614112903,260.8268113,25.65564516,30.76541219,22.31941884,1.493996416,13.67355991,21.84910394,6.486821557,250,887,250,4777,0
4.85,0.650889657,-10.51675627,-26.06811316,15.29749104,-6.16515617,17.61603943,-1.614112903,260.8268113,25.65564516,30.76541219,22.31941884,1.493996416,13.67355991,21.84910394,6.486821557,261,917,261,4763,0
1.75,0.667287506,-12.50752688,-25.95025602,14.14005376,-5.547299027,17.44202509,-1.607904506,260.7544099,26.56451613,31.76146953,22.4984575,1.943189964,13.75693164,22.07249104,6.581995648,74,40,40,4581,0
1.12,0.667287506,-12.5671147,-25.9172235,14.08046595,-5.514266513,17.42562724,-1.607994112,260.85601,26.60268817,31.81317204,22.50639401,1.970430108,13.76237839,22.07795699,6.587461598,91,67,67,4573,0
1.12,0.667287506,-12.5671147,-25.9172235,14.08046595,-5.514266513,17.42562724,-1.607994112,260.85601,26.60268817,31.81317204,22.50639401,1.970430108,13.76237839,22.07795699,6.587461598,109,94,94,4565,0
1.86,0.664311316,-12.50206093,-25.86701229,14.14551971,-5.547388633,17.45277778,-1.605216334,259.7476767,26.54274194,31.73700717,22.49856631,1.937724014,13.76239759,22.06980287,6.58468382,49,28,28,4581,0
1.35,0.667287506,-12.54551971,-25.93373016,14.10206093,-5.530773169,17.43655914,-1.607994112,260.1401946,26.57822581,31.78055556,22.50679084,1.956899642,13.77064132,22.07517921,6.58468382,67,57,57,4576,0
1.35,0.667287506,-12.54551971,-25.93373016,14.10206093,-5.530773169,17.43655914,-1.607994112,260.1401946,26.57822581,31.78055556,22.50679084,1.956899642,13.77064132,22.07517921,6.58468382,87,87,87,4571,0
1.86,0.664311316,-12.50206093,-25.86701229,14.14551971,-5.547388633,17.45277778,-1.605216334,259.7476767,26.54274194,31.73700717,22.49856631,1.937724014,13.76239759,22.06980287,6.58468382,25,29,25,4580,0
1.35,0.667287506,-12.54551971,-25.93373016,14.10206093,-5.530773169,17.43655914,-1.607994112,260.1401946,26.57822581,31.78055556,22.50679084,1.956899642,13.77064132,22.07517921,6.58468382,44,59,44,4576,0
1.35,0.667287506,-12.54551971,-25.93373016,14.10206093,-5.530773169,17.43655914,-1.607994112,260.1401946,26.57822581,31.78055556,22.50679084,1.956899642,13.77064132,22.07517921,6.58468382,69,89,69,4572,0
0.78,0.648201485,-10.24489247,-26.16078469,15.65268817,-6.341161034,17.67598566,-1.60875576,259.8981375,25.32912186,30.39551971,22.25246416,1.319802867,13.63862007,21.75663082,6.454243472,12,583,12,4841,0
1.23,0.650889657,-10.38790323,-26.21128392,15.59301075,-6.308326933,17.67598566,-1.60875576,258.8381016,25.34005376,30.40636201,22.26348566,1.317204301,13.64946237,21.759319,6.456931644,21,611,21,4840,0
1.23,0.650889657,-10.38790323,-26.21128392,15.59301075,-6.308326933,17.67598566,-1.60875576,258.8381016,25.34005376,30.40636201,22.26348566,1.317204301,13.64946237,21.759319,6.456931644,30,640,30,4840,0
1.86,0.645334101,-9.610215054,-26.11843958,15.70403226,-6.382149258,17.68422939,-1.620372504,264.8121288,25.32096774,30.38727599,22.25544035,1.328046595,13.63851127,21.76209677,6.451356887,198,207,198,4839,0
1.86,0.645334101,-9.610215054,-26.11843958,15.70403226,-6.382149258,17.68422939,-1.620372504,264.8121288,25.32096774,30.38727599,22.25544035,1.328046595,13.63851127,21.76209677,6.451356887,177,216,177,4841,0
1.86,0.645334101,-9.610215054,-26.11843958,15.70403226,-6.382149258,17.68422939,-1.620372504,264.8121288,25.32096774,30.38727599,22.25544035,1.328046595,13.63851127,21.76209677,6.451356887,157,228,157,4844,0
0.78,0.648201485,-10.24489247,-26.16078469,15.65268817,-6.341161034,17.67598566,-1.60875576,259.8981375,25.32912186,30.39551971,22.25246416,1.319802867,13.63862007,21.75663082,6.454243472,16,592,16,4841,0
1.23,0.650889657,-10.38790323,-26.21128392,15.59301075,-6.308326933,17.67598566,-1.60875576,258.8381016,25.34005376,30.40636201,22.26348566,1.317204301,13.64946237,21.759319,6.456931644,7,620,7,4840,0
1.23,0.650889657,-10.38790323,-26.21128392,15.59301075,-6.308326933,17.67598566,-1.60875576,258.8381016,25.34005376,30.40636201,22.26348566,1.317204301,13.64946237,21.759319,6.456931644,1,649,1,4841,0
1.86,0.645334101,-9.610215054,-26.11843958,15.70403226,-6.382149258,17.68422939,-1.620372504,264.8121288,25.32096774,30.38727599,22.25544035,1.328046595,13.63851127,21.76209677,6.451356887,219,236,219,4839,0
1.86,0.645334101,-9.610215054,-26.11843958,15.70403226,-6.382149258,17.68422939,-1.620372504,264.8121288,25.32096774,30.38727599,22.25544035,1.328046595,13.63851127,21.76209677,6.451356887,199,244,199,4841,0
1.86,0.645334101,-9.610215054,-26.11843958,15.70403226,-6.382149258,17.68422939,-1.620372504,264.8121288,25.32096774,30.38727599,22.25544035,1.328046595,13.63851127,21.76209677,6.451356887,182,255,182,4841,0
0.78,0.648201485,-10.24489247,-26.16078469,15.65268817,-6.341161034,17.67598566,-1.60875576,259.8981375,25.32912186,30.39551971,22.25246416,1.319802867,13.63862007,21.75663082,6.454243472,45,603,45,4832,0
1.23,0.650889657,-10.38790323,-26.21128392,15.59301075,-6.308326933,17.67598566,-1.60875576,258.8381016,25.34005376,30.40636201,22.26348566,1.317204301,13.64946237,21.759319,6.456931644,36,631,36,4832,0
1.23,0.650889657,-10.38790323,-26.21128392,15.59301075,-6.308326933,17.67598566,-1.60875576,258.8381016,25.34005376,30.40636201,22.26348566,1.317204301,13.64946237,21.759319,6.456931644,27,659,27,4836,0
1.43,0.667287506,-12.54551971,-25.93373016,14.10206093,-5.530773169,17.43655914,-1.607994112,261.0883897,26.57822581,31.78055556,22.50679084,1.956899642,13.76766513,22.07517921,6.58468382,62,74,62,4575,0
1.43,0.667287506,-12.54551971,-25.93373016,14.10206093,-5.530773169,17.43655914,-1.607994112,261.0883897,26.57822581,31.78055556,22.50679084,1.956899642,13.76766513,22.07517921,6.58468382,36,92,36,4568,0
1.03,0.667287506,-12.58888889,-25.9062724,14.05869176,-5.503315412,17.42562724,-1.607994112,260.9798131,26.60268817,31.81317204,22.50639401,1.970430108,13.76237839,22.07795699,6.587461598,9,113,9,4562,0
1.47,0.648111879,-9.884677419,-26.18813364,15.67956989,-6.368509985,17.67867384,-1.612019969,262.877413,25.3562724,30.42267025,22.26079749,1.344354839,13.64388761,21.77293907,6.462199181,242,266,242,4838,0
1.47,0.648111879,-9.884677419,-26.18813364,15.67956989,-6.368509985,17.67867384,-1.612019969,262.877413,25.3562724,30.42267025,22.26079749,1.344354839,13.64388761,21.77293907,6.462199181,224,273,224,4839,0
1.47,0.648111879,-9.884677419,-26.18813364,15.67956989,-6.368509985,17.67867384,-1.612019969,262.877413,25.3562724,30.42267025,22.26079749,1.344354839,13.64388761,21.77293907,6.462199181,209,283,209,4839,0
1.56,0.667287506,-12.54292115,-25.93364055,14.1046595,-5.530683564,17.43924731,-1.610682284,260.3511201,26.57544803,31.77508961,22.50670123,1.956899642,13.76766513,22.07517921,6.58468382,76,100,76,4572,0
1.56,0.667287506,-12.54292115,-25.93364055,14.1046595,-5.530683564,17.43924731,-1.610682284,260.3511201,26.57544803,31.77508961,22.50670123,1.956899642,13.76766513,22.07517921,6.58468382,52,116,52,4565,0
0.96,0.667287506,-12.59166667,-25.90349462,14.05591398,-5.500537634,17.42562724,-1.607994112,260.3450845,26.60268817,31.81317204,22.50639401,1.970430108,13.76237839,22.07795699,6.587461598,32,108,32,4560,0
1.56,0.667287506,-12.54292115,-25.93364055,14.1046595,-5.530683564,17.43924731,-1.610682284,260.3511201,26.57544803,31.77508961,22.50670123,1.956899642,13.76766513,22.07517921,6.58468382,94,127,94,4572,0
1.56,0.667287506,-12.54292115,-25.93364055,14.1046595,-5.530683564,17.43924731,-1.610682284,260.3511201,26.57544803,31.77508961,22.50670123,1.956899642,13.76766513,22.07517921,6.58468382,74,123,74,4566,0
0.96,0.667287506,-12.59166667,-25.90349462,14.05591398,-5.500537634,17.42562724,-1.607994112,260.3450845,26.60268817,31.81317204,22.50639401,1.970430108,13.76237839,22.07795699,6.587461598,53,95,53,4562,0
1.01,0.680798771,-14.9203405,-25.42107015,12.39390681,-4.601446493,17.21621864,-1.593522785,259.5807476,27.61505376,32.93163082,22.72325909,2.422401434,13.87587686,22.3094086,6.696076549,1523,42,42,4344,0
1.01,0.680798771,-14.9203405,-25.42107015,12.39390681,-4.601446493,17.21621864,-1.593522785,259.5807476,27.61505376,32.93163082,22.72325909,2.422401434,13.87587686,22.3094086,6.696076549,1500,12,12,4343,0
1.01,0.680798771,-14.9203405,-25.42107015,12.39390681,-4.601446493,17.21621864,-1.593522785,259.5807476,27.61505376,32.93163082,22.72325909,2.422401434,13.87587686,22.3094086,6.696076549,1477,18,18,4342,0
0.72,0.680709165,-14.74005376,-25.42942268,12.40752688,-4.609799027,17.21084229,-1.590834613,260.8921979,27.59336918,32.91550179,22.72334869,2.408870968,13.87041091,22.30134409,6.696076549,1504,44,44,4345,0
0.72,0.680709165,-14.74005376,-25.42942268,12.40752688,-4.609799027,17.21084229,-1.590834613,260.8921979,27.59336918,32.91550179,22.72334869,2.408870968,13.87041091,22.30134409,6.696076549,1480,14,14,4344,0
0.72,0.680709165,-14.74005376,-25.42942268,12.40752688,-4.609799027,17.21084229,-1.590834613,260.8921979,27.59336918,32.91550179,22.72334869,2.408870968,13.87041091,22.30134409,6.696076549,1457,15,15,4342,0
0.72,0.680709165,-14.74005376,-25.42942268,12.40752688,-4.609799027,17.21084229,-1.590834613,260.8921979,27.59336918,32.91550179,22.72334869,2.408870968,13.87041091,22.30134409,6.696076549,1485,51,51,4344,0
0.72,0.680709165,-14.74005376,-25.42942268,12.40752688,-4.609799027,17.21084229,-1.590834613,260.8921979,27.59336918,32.91550179,22.72334869,2.408870968,13.87041091,22.30134409,6.696076549,1462,22,22,4344,0
0.72,0.680709165,-14.74005376,-25.42942268,12.40752688,-4.609799027,17.21084229,-1.590834613,260.8921979,27.59336918,32.91550179,22.72334869,2.408870968,13.87041091,22.30134409,6.696076549,1438,4,4,4342,0
