slpd,ddeg,etpja,etpjd,minda,mindd,preca,precd,relha,relhd,sfmma,sfmmd,tavea,taved,tdaya,tdayd,tmaxa,tmaxd,tmina,tmind,vpdda,vpddd,vpsaa,vpsad,vpama,vpamd,road_dist,trail_dist,merge_dist,elevation,TransAspd,VETH
1.74,27487,0.800358423,0.626446493,-7.428853047,-26.17847542,17.05206093,-7.025518433,17.90994624,-1.607136457,613.8801971,262.61202,23.69094982,17.69668459,28.63485663,18.59574373,47.06908602,21.91503456,0.2859319,13.48621992,19.41603943,8.825108807,40.67715054,15.07853943,21.26111111,6.25343062,103,368,103,5201,0.249471154,0
1.75,28193,0.808512545,0.634600614,-8.30188172,-26.11322965,16.42903226,-6.710272657,17.79041219,-1.606701229,607.5641577,264.5983103,24.26505376,17.77675371,29.27419355,18.68412698,47.93691756,22.02165259,0.574462366,13.54538531,19.83216846,9.004563492,41.23494624,15.32059012,21.40277778,6.316026626,15,1567,15,5068,0.002049899,0
1.75,28193,0.808512545,0.634600614,-8.30188172,-26.11322965,16.42903226,-6.710272657,17.79041219,-1.606701229,607.5641577,264.5983103,24.26505376,17.77675371,29.27419355,18.68412698,47.93691756,22.02165259,0.574462366,13.54538531,19.83216846,9.004563492,41.23494624,15.32059012,21.40277778,6.316026626,11,1597,11,5067,0.002049899,0
1.77,28193,0.808512545,0.634600614,-8.32078853,-26.1077637,16.41012545,-6.704806708,17.79301075,-1.600947261,607.5806452,264.5958013,24.28413979,17.78777522,29.29605735,18.68670635,47.95878136,22.02423195,0.585394265,13.54825269,19.85134409,9.012519201,41.25949821,15.32585766,21.40815412,6.313338454,11,1627,11,5068,0.008057481,0
4.21,27457,0.808512545,0.62922427,-7.646236559,-26.28389017,17.08467742,-7.047599846,17.9155914,-1.604646697,618.8576165,260.2914875,23.65277778,17.69123784,28.5938172,18.58492064,47.01729391,21.90689964,0.26953405,13.48075397,19.38862007,8.806221198,40.63879928,15.05409626,21.25017921,6.247875064,135,435,135,5200,0.490488516,0
4.21,27457,0.808512545,0.62922427,-7.646236559,-26.28389017,17.08467742,-7.047599846,17.9155914,-1.604646697,618.8576165,260.2914875,23.65277778,17.69123784,28.5938172,18.58492064,47.01729391,21.90689964,0.26953405,13.48075397,19.38862007,8.806221198,40.63879928,15.05409626,21.25017921,6.247875064,108,409,108,5196,0.490488516,0
1.74,27487,0.800358423,0.626446493,-7.428853047,-26.17847542,17.05206093,-7.025518433,17.90994624,-1.607136457,613.8801971,262.61202,23.69094982,17.69668459,28.63485663,18.59574373,47.06908602,21.91503456,0.2859319,13.48621992,19.41603943,8.825108807,40.67715054,15.07853943,21.26111111,6.25343062,84,383,84,5200,0.249471154,0
1.75,28193,0.808512545,0.634600614,-8.30188172,-26.11322965,16.42903226,-6.710272657,17.79041219,-1.606701229,607.5641577,264.5983103,24.26505376,17.77675371,29.27419355,18.68412698,47.93691756,22.02165259,0.574462366,13.54538531,19.83216846,9.004563492,41.23494624,15.32059012,21.40277778,6.316026626,2,1569,2,5066,0.002049899,0
1.75,28193,0.808512545,0.634600614,-8.30188172,-26.11322965,16.42903226,-6.710272657,17.79041219,-1.606701229,607.5641577,264.5983103,24.26505376,17.77675371,29.27419355,18.68412698,47.93691756,22.02165259,0.574462366,13.54538531,19.83216846,9.004563492,41.23494624,15.32059012,21.40277778,6.316026626,12,1599,12,5065,0.002049899,0
1.77,28193,0.808512545,0.634600614,-8.32078853,-26.1077637,16.41012545,-6.704806708,17.79301075,-1.600947261,607.5806452,264.5958013,24.28413979,17.78777522,29.29605735,18.68670635,47.95878136,22.02423195,0.585394265,13.54825269,19.85134409,9.012519201,41.25949821,15.32585766,21.40815412,6.313338454,31,1629,31,5065,0.008057481,0
4.98,30989,0.879480287,0.672555044,-13.06818996,-26.0609127,13.82939068,-5.491289042,17.28718638,-1.5828085,625.0290323,258.5610279,27.00277778,18.18660394,32.27571685,19.11747952,51.95331541,22.55887737,2.025268817,13.81692908,21.84041219,9.898611111,43.94856631,16.51867,22.10815412,6.620058884,369,1029,369,4463,0.579595984,0
3.5,31153,0.876792115,0.669866872,-13.06621864,-25.93657194,13.74802867,-5.450281618,17.26541219,-1.574833589,621.1153226,260.3484895,27.09793907,18.20018561,32.37921147,19.13383897,52.08942652,22.57483999,2.08234767,13.82784178,21.90591398,9.926011265,44.04399642,16.55969022,22.13808244,6.633678956,386,1057,386,4458,0.52268148,0
3.5,31153,0.876792115,0.669866872,-13.06621864,-25.93657194,13.74802867,-5.450281618,17.26541219,-1.574833589,621.1153226,260.3484895,27.09793907,18.20018561,32.37921147,19.13383897,52.08942652,22.57483999,2.08234767,13.82784178,21.90591398,9.926011265,44.04399642,16.55969022,22.13808244,6.633678956,404,1084,404,4455,0.52268148,0
7.25,28628,0.805824373,0.631912442,-8.660215054,-25.81308244,15.98736559,-6.493458781,17.70331541,-1.606662826,592.2453405,265.4710382,24.72777778,17.85215054,29.775,18.76459293,48.60367384,22.11817076,0.824910394,13.59112903,20.15887097,9.154486687,41.67867384,15.51911162,21.51980287,6.364624936,310,1828,310,4985,0.265495398,0
7.25,28628,0.805824373,0.631912442,-8.660215054,-25.81308244,15.98736559,-6.493458781,17.70331541,-1.606662826,592.2453405,265.4710382,24.72777778,17.85215054,29.775,18.76459293,48.60367384,22.11817076,0.824910394,13.59112903,20.15887097,9.154486687,41.67867384,15.51911162,21.51980287,6.364624936,280,1846,280,4974,0.265495398,0
3.76,28591,0.816756272,0.639868152,-8.996236559,-26.06308244,15.98467742,-6.493458781,17.70340502,-1.592665131,607.0862903,264.0785074,24.70591398,17.84928315,29.76129032,18.7562596,48.58727599,22.10983743,0.808512545,13.59401562,20.15600358,9.137711214,41.66765233,15.50809012,21.51164875,6.370378904,250,1863,250,4968,0.267965383,0
4.98,30989,0.879480287,0.672555044,-13.06818996,-26.0609127,13.82939068,-5.491289042,17.28718638,-1.5828085,625.0290323,258.5610279,27.00277778,18.18660394,32.27571685,19.11747952,51.95331541,22.55887737,2.025268817,13.81692908,21.84041219,9.898611111,43.94856631,16.51867,22.10815412,6.620058884,394,1017,394,4466,0.579595984,0
3.5,31153,0.876792115,0.669866872,-13.06621864,-25.93657194,13.74802867,-5.450281618,17.26541219,-1.574833589,621.1153226,260.3484895,27.09793907,18.20018561,32.37921147,19.13383897,52.08942652,22.57483999,2.08234767,13.82784178,21.90591398,9.926011265,44.04399642,16.55969022,22.13808244,6.633678956,410,1044,410,4460,0.52268148,0
3.5,31153,0.876792115,0.669866872,-13.06621864,-25.93657194,13.74802867,-5.450281618,17.26541219,-1.574833589,621.1153226,260.3484895,27.09793907,18.20018561,32.37921147,19.13383897,52.08942652,22.57483999,2.08234767,13.82784178,21.90591398,9.926011265,44.04399642,16.55969022,22.13808244,6.633678956,428,1072,428,4459,0.52268148,0
7.25,28628,0.805824373,0.631912442,-8.660215054,-25.81308244,15.98736559,-6.493458781,17.70331541,-1.606662826,592.2453405,265.4710382,24.72777778,17.85215054,29.775,18.76459293,48.60367384,22.11817076,0.824910394,13.59112903,20.15887097,9.154486687,41.67867384,15.51911162,21.51980287,6.364624936,306,1804,306,4973,0.265495398,0
7.25,28628,0.805824373,0.631912442,-8.660215054,-25.81308244,15.98736559,-6.493458781,17.70331541,-1.606662826,592.2453405,265.4710382,24.72777778,17.85215054,29.775,18.76459293,48.60367384,22.11817076,0.824910394,13.59112903,20.15887097,9.154486687,41.67867384,15.51911162,21.51980287,6.364624936,276,1821,276,4969,0.265495398,0
3.76,28591,0.816756272,0.639868152,-8.996236559,-26.06308244,15.98467742,-6.493458781,17.70340502,-1.592665131,607.0862903,264.0785074,24.70591398,17.84928315,29.76129032,18.7562596,48.58727599,22.10983743,0.808512545,13.59401562,20.15600358,9.137711214,41.66765233,15.50809012,21.51164875,6.370378904,246,1839,246,4964,0.267965383,0
4.98,30989,0.879480287,0.672555044,-13.06818996,-26.0609127,13.82939068,-5.491289042,17.28718638,-1.5828085,625.0290323,258.5610279,27.00277778,18.18660394,32.27571685,19.11747952,51.95331541,22.55887737,2.025268817,13.81692908,21.84041219,9.898611111,43.94856631,16.51867,22.10815412,6.620058884,420,1005,420,4467,0.579595984,0
3.5,31153,0.876792115,0.669866872,-13.06621864,-25.93657194,13.74802867,-5.450281618,17.26541219,-1.574833589,621.1153226,260.3484895,27.09793907,18.20018561,32.37921147,19.13383897,52.08942652,22.57483999,2.08234767,13.82784178,21.90591398,9.926011265,44.04399642,16.55969022,22.13808244,6.633678956,435,1033,435,4462,0.52268148,0
3.5,31153,0.876792115,0.669866872,-13.06621864,-25.93657194,13.74802867,-5.450281618,17.26541219,-1.574833589,621.1153226,260.3484895,27.09793907,18.20018561,32.37921147,19.13383897,52.08942652,22.57483999,2.08234767,13.82784178,21.90591398,9.926011265,44.04399642,16.55969022,22.13808244,6.633678956,452,1060,452,4458,0.52268148,0
7.25,28628,0.805824373,0.631912442,-8.660215054,-25.81308244,15.98736559,-6.493458781,17.70331541,-1.606662826,592.2453405,265.4710382,24.72777778,17.85215054,29.775,18.76459293,48.60367384,22.11817076,0.824910394,13.59112903,20.15887097,9.154486687,41.67867384,15.51911162,21.51980287,6.364624936,306,1779,306,4953,0.265495398,0
7.25,28628,0.805824373,0.631912442,-8.660215054,-25.81308244,15.98736559,-6.493458781,17.70331541,-1.606662826,592.2453405,265.4710382,24.72777778,17.85215054,29.775,18.76459293,48.60367384,22.11817076,0.824910394,13.59112903,20.15887097,9.154486687,41.67867384,15.51911162,21.51980287,6.364624936,276,1797,276,4958,0.265495398,0
4.87,28718,0.800358423,0.631822837,-8.577508961,-25.77754096,15.90340502,-6.457917307,17.69247312,-1.600908858,587.8267921,268.3955965,24.81209677,17.86535458,29.87016129,18.7750192,48.73969534,22.13404378,0.868458781,13.60195213,20.22670251,9.178373016,41.77105735,15.55410906,21.54435484,6.375736047,246,1815,246,4958,0.068390305,0
1.81,29660,0.85483871,0.656266001,-11.06021505,-26.14870072,15.08736559,-6.079077061,17.52921147,-1.597676651,624.5731183,258.5344278,25.73172043,17.9937276,30.87697133,18.91688428,50.07293907,22.31050307,1.369175627,13.68770481,20.87706093,9.477572965,42.66379928,15.95357143,21.78673835,6.475998464,228,1014,228,4757,0.696890727,0
1.81,29660,0.85483871,0.656266001,-11.06021505,-26.14870072,15.08736559,-6.079077061,17.52921147,-1.597676651,624.5731183,258.5344278,25.73172043,17.9937276,30.87697133,18.91688428,50.07293907,22.31050307,1.369175627,13.68770481,20.87706093,9.477572965,42.66379928,15.95357143,21.78673835,6.475998464,252,984,252,4755,0.696890727,0
1.81,29660,0.85483871,0.656266001,-11.06021505,-26.14870072,15.08736559,-6.079077061,17.52921147,-1.597676651,624.5731183,258.5344278,25.73172043,17.9937276,30.87697133,18.91688428,50.07293907,22.31050307,1.369175627,13.68770481,20.87706093,9.477572965,42.66379928,15.95357143,21.78673835,6.475998464,278,955,278,4753,0.696890727,0
1.56,28126,0.822132617,0.639868152,-8.669802867,-26.29613415,16.47777778,-6.726510497,17.81209677,-1.612077573,625.0885305,259.9906618,24.23781362,17.77417435,29.23611111,18.67876984,47.87168459,22.0218702,0.577150538,13.54000896,19.79677419,8.993541987,41.20492832,15.30688044,21.40815412,6.313338454,528,1193,528,5079,0.703049369,0
1.56,28126,0.822132617,0.639868152,-8.669802867,-26.29613415,16.47777778,-6.726510497,17.81209677,-1.612077573,625.0885305,259.9906618,24.23781362,17.77417435,29.23611111,18.67876984,47.87168459,22.0218702,0.577150538,13.54000896,19.79677419,8.993541987,41.20492832,15.30688044,21.40815412,6.313338454,518,1211,518,5077,0.703049369,0
1.56,28126,0.822132617,0.639868152,-8.669802867,-26.29613415,16.47777778,-6.726510497,17.81209677,-1.612077573,625.0885305,259.9906618,24.23781362,17.77417435,29.23611111,18.67876984,47.87168459,22.0218702,0.577150538,13.54000896,19.79677419,8.993541987,41.20492832,15.30688044,21.40815412,6.313338454,500,1213,500,5076,0.703049369,0
1.81,29660,0.85483871,0.656266001,-11.06021505,-26.14870072,15.08736559,-6.079077061,17.52921147,-1.597676651,624.5731183,258.5344278,25.73172043,17.9937276,30.87697133,18.91688428,50.07293907,22.31050307,1.369175627,13.68770481,20.87706093,9.477572965,42.66379928,15.95357143,21.78673835,6.475998464,247,1009,247,4758,0.696890727,0
1.81,29660,0.85483871,0.656266001,-11.06021505,-26.14870072,15.08736559,-6.079077061,17.52921147,-1.597676651,624.5731183,258.5344278,25.73172043,17.9937276,30.87697133,18.91688428,50.07293907,22.31050307,1.369175627,13.68770481,20.87706093,9.477572965,42.66379928,15.95357143,21.78673835,6.475998464,270,979,270,4756,0.696890727,0
1.81,29660,0.85483871,0.656266001,-11.06021505,-26.14870072,15.08736559,-6.079077061,17.52921147,-1.597676651,624.5731183,258.5344278,25.73172043,17.9937276,30.87697133,18.91688428,50.07293907,22.31050307,1.369175627,13.68770481,20.87706093,9.477572965,42.66379928,15.95357143,21.78673835,6.475998464,294,949,294,4754,0.696890727,0
1.28,28126,0.819444444,0.63717998,-8.60546595,-26.20742448,16.45878136,-6.721134153,17.81209677,-1.612077573,621.7201613,260.8747632,24.23781362,17.77417435,29.23879928,18.68145801,47.87168459,22.0218702,0.57983871,13.54269713,19.79677419,8.993541987,41.20761649,15.30956861,21.41084229,6.316026626,557,1180,557,5078,0.561973915,0
1.28,28126,0.819444444,0.63717998,-8.60546595,-26.20742448,16.45878136,-6.721134153,17.81209677,-1.612077573,621.7201613,260.8747632,24.23781362,17.77417435,29.23879928,18.68145801,47.87168459,22.0218702,0.57983871,13.54269713,19.79677419,8.993541987,41.20761649,15.30956861,21.41084229,6.316026626,542,1181,542,5077,0.561973915,0
1.28,28126,0.819444444,0.63717998,-8.60546595,-26.20742448,16.45878136,-6.721134153,17.81209677,-1.612077573,621.7201613,260.8747632,24.23781362,17.77417435,29.23879928,18.68145801,47.87168459,22.0218702,0.57983871,13.54269713,19.79677419,8.993541987,41.20761649,15.30956861,21.41084229,6.316026626,525,1183,525,5075,0.561973915,0
1.81,29660,0.85483871,0.656266001,-11.06021505,-26.14870072,15.08736559,-6.079077061,17.52921147,-1.597676651,624.5731183,258.5344278,25.73172043,17.9937276,30.87697133,18.91688428,50.07293907,22.31050307,1.369175627,13.68770481,20.87706093,9.477572965,42.66379928,15.95357143,21.78673835,6.475998464,269,1004,269,4758,0.696890727,0
1.81,29660,0.85483871,0.656266001,-11.06021505,-26.14870072,15.08736559,-6.079077061,17.52921147,-1.597676651,624.5731183,258.5344278,25.73172043,17.9937276,30.87697133,18.91688428,50.07293907,22.31050307,1.369175627,13.68770481,20.87706093,9.477572965,42.66379928,15.95357143,21.78673835,6.475998464,290,974,290,4757,0.696890727,0
1.81,29660,0.85483871,0.656266001,-11.06021505,-26.14870072,15.08736559,-6.079077061,17.52921147,-1.597676651,624.5731183,258.5344278,25.73172043,17.9937276,30.87697133,18.91688428,50.07293907,22.31050307,1.369175627,13.68770481,20.87706093,9.477572965,42.66379928,15.95357143,21.78673835,6.475998464,312,945,312,4756,0.696890727,0
1.28,28126,0.819444444,0.63717998,-8.60546595,-26.20742448,16.45878136,-6.721134153,17.81209677,-1.612077573,621.7201613,260.8747632,24.23781362,17.77417435,29.23879928,18.68145801,47.87168459,22.0218702,0.57983871,13.54269713,19.79677419,8.993541987,41.20761649,15.30956861,21.41084229,6.316026626,584,1150,584,5077,0.561973915,0
1.28,28126,0.819444444,0.63717998,-8.60546595,-26.20742448,16.45878136,-6.721134153,17.81209677,-1.612077573,621.7201613,260.8747632,24.23781362,17.77417435,29.23879928,18.68145801,47.87168459,22.0218702,0.57983871,13.54269713,19.79677419,8.993541987,41.20761649,15.30956861,21.41084229,6.316026626,567,1151,567,5076,0.561973915,0
1.28,28126,0.819444444,0.63717998,-8.60546595,-26.20742448,16.45878136,-6.721134153,17.81209677,-1.612077573,621.7201613,260.8747632,24.23781362,17.77417435,29.23879928,18.68145801,47.87168459,22.0218702,0.57983871,13.54269713,19.79677419,8.993541987,41.20761649,15.30956861,21.41084229,6.316026626,550,1153,550,5074,0.561973915,0
3.17,27212,0.794982079,0.626446493,-6.915681004,-26.36772273,17.39856631,-7.214765745,17.99157706,-1.621172555,610.6076165,263.5632169,23.36164875,17.64578213,28.26191756,18.53948413,46.56030466,21.85652202,0.136111111,13.44550691,19.16550179,8.711027906,40.36120072,14.93177163,21.19569893,6.220743728,841,62,62,5254,0.312211374,0
4.28,27151,0.778584229,0.615424987,-6.380376344,-26.04543011,17.43655914,-7.228494624,17.99148746,-1.610042243,598.4646953,266.3106631,23.30448029,17.64599974,28.2047491,18.5343254,46.48136201,21.84571813,0.100716846,13.44581413,19.13853047,8.700185612,40.30689964,14.9155722,21.16836918,6.215386585,811,54,54,5270,0.175408747,0
4.28,27151,0.778584229,0.615424987,-6.380376344,-26.04543011,17.43655914,-7.228494624,17.99148746,-1.610042243,598.4646953,266.3106631,23.30448029,17.64599974,28.2047491,18.5343254,46.48136201,21.84571813,0.100716846,13.44581413,19.13853047,8.700185612,40.30689964,14.9155722,21.16836918,6.215386585,782,53,53,5281,0.175408747,0
3.17,27212,0.794982079,0.626446493,-6.915681004,-26.36772273,17.39856631,-7.214765745,17.99157706,-1.621172555,610.6076165,263.5632169,23.36164875,17.64578213,28.26191756,18.53948413,46.56030466,21.85652202,0.136111111,13.44550691,19.16550179,8.711027906,40.36120072,14.93177163,21.19569893,6.220743728,846,34,34,5256,0.312211374,0
4.28,27151,0.778584229,0.615424987,-6.380376344,-26.04543011,17.43655914,-7.228494624,17.99148746,-1.610042243,598.4646953,266.3106631,23.30448029,17.64599974,28.2047491,18.5343254,46.48136201,21.84571813,0.100716846,13.44581413,19.13853047,8.700185612,40.30689964,14.9155722,21.16836918,6.215386585,816,25,25,5269,0.175408747,0
4.28,27151,0.778584229,0.615424987,-6.380376344,-26.04543011,17.43655914,-7.228494624,17.99148746,-1.610042243,598.4646953,266.3106631,23.30448029,17.64599974,28.2047491,18.5343254,46.48136201,21.84571813,0.100716846,13.44581413,19.13853047,8.700185612,40.30689964,14.9155722,21.16836918,6.215386585,786,24,24,5278,0.175408747,0
3.17,27212,0.794982079,0.626446493,-6.915681004,-26.36772273,17.39856631,-7.214765745,17.99157706,-1.621172555,610.6076165,263.5632169,23.36164875,17.64578213,28.26191756,18.53948413,46.56030466,21.85652202,0.136111111,13.44550691,19.16550179,8.711027906,40.36120072,14.93177163,21.19569893,6.220743728,850,6,6,5258,0.312211374,0
4.28,27151,0.778584229,0.615424987,-6.380376344,-26.04543011,17.43655914,-7.228494624,17.99148746,-1.610042243,598.4646953,266.3106631,23.30448029,17.64599974,28.2047491,18.5343254,46.48136201,21.84571813,0.100716846,13.44581413,19.13853047,8.700185612,40.30689964,14.9155722,21.16836918,6.215386585,820,3,3,5266,0.175408747,0
4.28,27151,0.778584229,0.615424987,-6.380376344,-26.04543011,17.43655914,-7.228494624,17.99148746,-1.610042243,598.4646953,266.3106631,23.30448029,17.64599974,28.2047491,18.5343254,46.48136201,21.84571813,0.100716846,13.44581413,19.13853047,8.700185612,40.30689964,14.9155722,21.16836918,6.215386585,791,6,6,5274,0.175408747,0
1.61,27422,0.803046595,0.629134665,-7.438978495,-26.28093318,17.12526882,-7.044642857,17.93978495,-1.615399386,616.4972222,262.0891705,23.54668459,17.67794419,28.47688172,18.5718254,46.85403226,21.89382361,0.217831541,13.47281746,19.31801075,8.779089862,40.54363799,15.01900922,21.22562724,6.239919355,27,180,27,5219,0.327105218,0
1.61,27422,0.803046595,0.629134665,-7.438978495,-26.28093318,17.12526882,-7.044642857,17.93978495,-1.615399386,616.4972222,262.0891705,23.54668459,17.67794419,28.47688172,18.5718254,46.85403226,21.89382361,0.217831541,13.47281746,19.31801075,8.779089862,40.54363799,15.01900922,21.22562724,6.239919355,31,208,31,5216,0.327105218,0
1.66,27457,0.805824373,0.631912442,-7.560394265,-26.3452509,17.08718638,-7.02562724,17.92894265,-1.604269073,617.1780466,261.90681,23.57939068,17.68330133,28.51236559,18.57996032,46.89767025,21.89918075,0.236827957,13.47539683,19.34793907,8.781669227,40.57903226,15.02705453,21.23109319,6.245385305,33,237,33,5213,0.35631973,0
1.61,27422,0.803046595,0.629134665,-7.438978495,-26.28093318,17.12526882,-7.044642857,17.93978495,-1.615399386,616.4972222,262.0891705,23.54668459,17.67794419,28.47688172,18.5718254,46.85403226,21.89382361,0.217831541,13.47281746,19.31801075,8.779089862,40.54363799,15.01900922,21.22562724,6.239919355,3,172,3,5217,0.327105218,0
1.61,27422,0.803046595,0.629134665,-7.438978495,-26.28093318,17.12526882,-7.044642857,17.93978495,-1.615399386,616.4972222,262.0891705,23.54668459,17.67794419,28.47688172,18.5718254,46.85403226,21.89382361,0.217831541,13.47281746,19.31801075,8.779089862,40.54363799,15.01900922,21.22562724,6.239919355,1,202,1,5214,0.327105218,0
1.66,27457,0.805824373,0.631912442,-7.560394265,-26.3452509,17.08718638,-7.02562724,17.92894265,-1.604269073,617.1780466,261.90681,23.57939068,17.68330133,28.51236559,18.57996032,46.89767025,21.89918075,0.236827957,13.47539683,19.34793907,8.781669227,40.57903226,15.02705453,21.23109319,6.245385305,3,232,3,5211,0.35631973,0
1.17,31559,0.884856631,0.677931388,-13.82069892,-25.92252944,13.24354839,-5.186239119,17.20824373,-1.579704301,616.0982079,261.7727087,27.51702509,18.25882617,32.8389785,19.20061444,52.68799283,22.66324245,2.319175627,13.8624744,22.22150538,10.07528802,44.47939068,16.75794291,22.25788531,6.68265489,82,873,82,4367,0.262879055,0
